id,slug,year,shadow,details
46,patty-pagoda,2014,1,
46,patty-pagoda,2015,0,
46,patty-pagoda,2016,1,
46,patty-pagoda,2017,1,
46,patty-pagoda,2018,0,
46,patty-pagoda,2019,0,
46,patty-pagoda,2020,1,
46,patty-pagoda,2021,0,
46,patty-pagoda,2022,0,
46,patty-pagoda,2023,1,
46,patty-pagoda,2024,0,
