id,slug,year,shadow,details
58,potomac-phil,2017,1,
58,potomac-phil,2018,1,
58,potomac-phil,2019,1,
58,potomac-phil,2020,1,
58,potomac-phil,2021,0,
58,potomac-phil,2022,1,
58,potomac-phil,2023,0,
58,potomac-phil,2024,0,
