id,slug,year,shadow,details
25,grover-and-sue,2007,0,
25,grover-and-sue,2008,0,
25,grover-and-sue,2009,1,
25,grover-and-sue,2010,1,
25,grover-and-sue,2011,0,
25,grover-and-sue,2012,1,
25,grover-and-sue,2013,1,
25,grover-and-sue,2014,1,
25,grover-and-sue,2015,1,
25,grover-and-sue,2016,1,
25,grover-and-sue,2017,0,
25,grover-and-sue,2018,0,
25,grover-and-sue,2019,1,
25,grover-and-sue,2020,0,
25,grover-and-sue,2021,0,
25,grover-and-sue,2022,0,
25,grover-and-sue,2023,0,
25,grover-and-sue,2024,0,
