id,slug,year,shadow,details
49,scramble-the-duck,2015,1,
49,scramble-the-duck,2016,0,
49,scramble-the-duck,2017,1,
49,scramble-the-duck,2018,1,
49,scramble-the-duck,2019,1,
49,scramble-the-duck,2020,1,
49,scramble-the-duck,2021,1,
49,scramble-the-duck,2022,1,
49,scramble-the-duck,2023,1,
49,scramble-the-duck,2024,0,
