id,slug,year,shadow,details
26,ms-g,2008,1,
26,ms-g,2009,0,
26,ms-g,2010,1,
26,ms-g,2011,0,
26,ms-g,2012,0,
26,ms-g,2013,1,
26,ms-g,2014,1,
26,ms-g,2015,0,
26,ms-g,2016,1,
26,ms-g,2017,1,
26,ms-g,2018,1,
26,ms-g,2019,1,
26,ms-g,2020,0,
26,ms-g,2021,0,
26,ms-g,2022,0,
26,ms-g,2023,0,
26,ms-g,2024,0,
